time_index,pair,correlation
0,log_oil_usd_ret-log_gold_usd_ret,-0.17002355716458206
0,log_oil_usd_ret-log_usd_inr_ret,-0.29536979467801666
0,log_oil_usd_ret-inflation_india,-0.32560383699905887
0,log_oil_usd_ret-inflation_usa,0.48105292626470575
0,log_oil_usd_ret-log_oil_inr_ret,0.9358217884689529
0,log_oil_usd_ret-log_gold_inr_ret,-0.4361432990066666
0,log_oil_usd_ret-log_cpi_india,-0.6330310787625133
0,log_oil_usd_ret-log_cpi_usa,0.578358511578593
0,log_oil_usd_ret-log_oil_usd_real_ret,0.7337856133556648
0,log_oil_usd_ret-log_gold_usd_real_ret,0.2822434666468218
0,log_oil_usd_ret-log_usd_inr_real_ret,0.509824578265557
0,log_oil_usd_ret-log_oil_inr_real_ret,0.6370003137878913
0,log_oil_usd_ret-log_gold_inr_real_ret,0.44153852069210653
0,log_gold_usd_ret-log_usd_inr_ret,-0.4348010478177109
0,log_gold_usd_ret-inflation_india,0.62465614169424
0,log_gold_usd_ret-inflation_usa,-0.08849211168606373
0,log_gold_usd_ret-log_oil_inr_ret,-0.34519339785818537
0,log_gold_usd_ret-log_gold_inr_ret,0.26036208838040237
0,log_gold_usd_ret-log_cpi_india,0.35073933519927014
0,log_gold_usd_ret-log_cpi_usa,0.02194844570585213
0,log_gold_usd_ret-log_oil_usd_real_ret,-0.49078501994700496
0,log_gold_usd_ret-log_gold_usd_real_ret,-0.4898267442899924
0,log_gold_usd_ret-log_usd_inr_real_ret,-0.6282754460310044
0,log_gold_usd_ret-log_oil_inr_real_ret,-0.5753371769316202
0,log_gold_usd_ret-log_gold_inr_real_ret,-0.5791007213778858
0,log_usd_inr_ret-inflation_india,0.3542079280808098
0,log_usd_inr_ret-inflation_usa,-0.5551843047953118
0,log_usd_inr_ret-log_oil_inr_ret,0.06014284528250992
0,log_usd_inr_ret-log_gold_inr_ret,0.7560169233534682
0,log_usd_inr_ret-log_cpi_india,0.5837028307430507
0,log_usd_inr_ret-log_cpi_usa,-0.16111208174040542
0,log_usd_inr_ret-log_oil_usd_real_ret,-0.44695117912976406
0,log_usd_inr_ret-log_gold_usd_real_ret,-0.46470642576509025
0,log_usd_inr_ret-log_usd_inr_real_ret,-0.4127863800588838
0,log_usd_inr_ret-log_oil_inr_real_ret,-0.4490605975487773
0,log_usd_inr_ret-log_gold_inr_real_ret,-0.4772247526583653
0,inflation_india-inflation_usa,-0.2485103581854332
0,inflation_india-log_oil_inr_ret,-0.21387600075712412
0,inflation_india-log_gold_inr_ret,0.8415905870410828
0,inflation_india-log_cpi_india,0.6382744573445551
0,inflation_india-log_cpi_usa,0.21824789944176304
0,inflation_india-log_oil_usd_real_ret,-0.8792819143228852
0,inflation_india-log_gold_usd_real_ret,-0.9852868555466507
0,inflation_india-log_usd_inr_real_ret,-0.8719980459055703
0,inflation_india-log_oil_inr_real_ret,-0.9065713895845016
0,inflation_india-log_gold_inr_real_ret,-0.9567116177427012
0,inflation_usa-log_oil_inr_ret,0.3060144099207068
0,inflation_usa-log_gold_inr_ret,-0.6423140853650534
0,inflation_usa-log_cpi_india,-0.8932802712933657
0,inflation_usa-log_cpi_usa,0.8067861231294243
0,inflation_usa-log_oil_usd_real_ret,0.42423159367323426
0,inflation_usa-log_gold_usd_real_ret,0.2108062061532743
0,inflation_usa-log_usd_inr_real_ret,0.6667250291885863
0,inflation_usa-log_oil_inr_real_ret,0.5640742010171929
0,inflation_usa-log_gold_inr_real_ret,0.5194276458098049
0,log_oil_inr_ret-log_gold_inr_ret,-0.18197968697020206
0,log_oil_inr_ret-log_cpi_india,-0.4537772409552411
0,log_oil_inr_ret-log_cpi_usa,0.5501287508505317
0,log_oil_inr_ret-log_oil_usd_real_ret,0.6046079021523129
0,log_oil_inr_ret-log_gold_usd_real_ret,0.12659477148970258
0,log_oil_inr_ret-log_usd_inr_real_ret,0.38833621782493627
0,log_oil_inr_ret-log_oil_inr_real_ret,0.5054606319404759
0,log_oil_inr_ret-log_gold_inr_real_ret,0.29152925006385105
0,log_gold_inr_ret-log_cpi_india,0.8708867449053175
0,log_gold_inr_ret-log_cpi_usa,-0.13615201046667796
0,log_gold_inr_ret-log_oil_usd_real_ret,-0.8397791932145351
0,log_gold_inr_ret-log_gold_usd_real_ret,-0.8639775687812242
0,log_gold_inr_ret-log_usd_inr_real_ret,-0.8956463329184489
0,log_gold_inr_ret-log_oil_inr_real_ret,-0.8998271641045412
0,log_gold_inr_ret-log_gold_inr_real_ret,-0.934277901133869
0,log_cpi_india-log_cpi_usa,-0.5800350179063053
0,log_cpi_india-log_oil_usd_real_ret,-0.7776104987174698
0,log_cpi_india-log_gold_usd_real_ret,-0.5974317754208857
0,log_cpi_india-log_usd_inr_real_ret,-0.9151753689813051
0,log_cpi_india-log_oil_inr_real_ret,-0.8747277723019815
0,log_cpi_india-log_gold_inr_real_ret,-0.8327466277064276
0,log_cpi_usa-log_oil_usd_real_ret,0.1251034133375539
0,log_cpi_usa-log_gold_usd_real_ret,-0.2932923769815082
0,log_cpi_usa-log_usd_inr_real_ret,0.2699170049835491
0,log_cpi_usa-log_oil_inr_real_ret,0.20015199075067272
0,log_cpi_usa-log_gold_inr_real_ret,0.05402179038487238
0,log_oil_usd_real_ret-log_gold_usd_real_ret,0.855690683489427
0,log_oil_usd_real_ret-log_usd_inr_real_ret,0.8743792406576969
0,log_oil_usd_real_ret-log_oil_inr_real_ret,0.967200572133227
0,log_oil_usd_real_ret-log_gold_inr_real_ret,0.9077960476030299
0,log_gold_usd_real_ret-log_usd_inr_real_ret,0.8171620143869713
0,log_gold_usd_real_ret-log_oil_inr_real_ret,0.8670708141293059
0,log_gold_usd_real_ret-log_gold_inr_real_ret,0.9317477551455801
0,log_usd_inr_real_ret-log_oil_inr_real_ret,0.9688927801123285
0,log_usd_inr_real_ret-log_gold_inr_real_ret,0.9701242067027063
0,log_oil_inr_real_ret-log_gold_inr_real_ret,0.9718269197928886
1,log_oil_usd_ret-log_gold_usd_ret,-0.280604168938343
1,log_oil_usd_ret-log_usd_inr_ret,-0.777292163389976
1,log_oil_usd_ret-inflation_india,0.07552999922206927
1,log_oil_usd_ret-inflation_usa,0.7535914460080926
1,log_oil_usd_ret-log_oil_inr_ret,0.9547490789664075
1,log_oil_usd_ret-log_gold_inr_ret,-0.8265944040824975
1,log_oil_usd_ret-log_cpi_india,-0.35813519300027286
1,log_oil_usd_ret-log_cpi_usa,0.7426243727544213
1,log_oil_usd_ret-log_oil_usd_real_ret,0.3591660141954153
1,log_oil_usd_ret-log_gold_usd_real_ret,-0.1458459450522847
1,log_oil_usd_ret-log_usd_inr_real_ret,0.1621898426617432
1,log_oil_usd_ret-log_oil_inr_real_ret,0.2658137331526912
1,log_oil_usd_ret-log_gold_inr_real_ret,0.03557457703241036
1,log_gold_usd_ret-log_usd_inr_ret,-0.1947776204524483
1,log_gold_usd_ret-inflation_india,-0.17548361323002845
1,log_gold_usd_ret-inflation_usa,-0.09031934356638757
1,log_gold_usd_ret-log_oil_inr_ret,-0.46885707892115597
1,log_gold_usd_ret-log_gold_inr_ret,0.6287659405488922
1,log_gold_usd_ret-log_cpi_india,-0.1856271433631139
1,log_gold_usd_ret-log_cpi_usa,-0.3860631112715304
1,log_gold_usd_ret-log_oil_usd_real_ret,0.05786334620293544
1,log_gold_usd_ret-log_gold_usd_real_ret,0.3278078122128662
1,log_gold_usd_ret-log_usd_inr_real_ret,0.08560116945274006
1,log_gold_usd_ret-log_oil_inr_real_ret,0.0624694452501593
