caused,causing,lag,p_value,start_year,end_year
log_oil_usd_ret,log_gold_usd_ret,5,0.9955956988943042,1988,2007
log_oil_usd_ret,log_usd_inr_ret,5,0.11853724691012568,1988,2007
log_oil_usd_ret,inflation_india,5,0.3697551316027144,1988,2007
log_oil_usd_ret,inflation_usa,5,0.35326944447685543,1988,2007
log_oil_usd_ret,log_oil_inr_ret,5,0.11853724691012292,1988,2007
log_oil_usd_ret,log_gold_inr_ret,5,0.7321105754701458,1988,2007
log_oil_usd_ret,log_cpi_india,5,0.47176139020080643,1988,2007
log_oil_usd_ret,log_cpi_usa,5,0.16047054609599576,1988,2007
log_oil_usd_ret,log_oil_usd_real_ret,5,0.3697551316027145,1988,2007
log_oil_usd_ret,log_gold_usd_real_ret,5,0.28174430436132836,1988,2007
log_oil_usd_ret,log_usd_inr_real_ret,5,0.3815301612014544,1988,2007
log_oil_usd_ret,log_oil_inr_real_ret,5,0.3764937284729047,1988,2007
log_oil_usd_ret,log_gold_inr_real_ret,5,0.33055024332370775,1988,2007
log_gold_usd_ret,log_oil_usd_ret,5,0.8051430994122234,1988,2007
log_gold_usd_ret,log_usd_inr_ret,5,0.349712875535341,1988,2007
log_gold_usd_ret,inflation_india,5,0.890861443362594,1988,2007
log_gold_usd_ret,inflation_usa,5,0.009022495326569756,1988,2007
log_gold_usd_ret,log_oil_inr_ret,5,0.8711513510398872,1988,2007
log_gold_usd_ret,log_gold_inr_ret,5,0.34971287553532815,1988,2007
log_gold_usd_ret,log_cpi_india,5,0.4661808146244585,1988,2007
log_gold_usd_ret,log_cpi_usa,5,0.5912262123656569,1988,2007
log_gold_usd_ret,log_oil_usd_real_ret,5,0.8688652660688156,1988,2007
log_gold_usd_ret,log_gold_usd_real_ret,5,0.8908614433625941,1988,2007
log_gold_usd_ret,log_usd_inr_real_ret,5,0.6211605051398872,1988,2007
log_gold_usd_ret,log_oil_inr_real_ret,5,0.7789483332552628,1988,2007
log_gold_usd_ret,log_gold_inr_real_ret,5,0.7702331077534884,1988,2007
log_usd_inr_ret,log_oil_usd_ret,5,0.3960261095623989,1988,2007
log_usd_inr_ret,log_gold_usd_ret,5,0.05641142059189406,1988,2007
log_usd_inr_ret,inflation_india,5,0.8985411014973934,1988,2007
log_usd_inr_ret,inflation_usa,5,0.26408489278232106,1988,2007
log_usd_inr_ret,log_oil_inr_ret,5,0.3960261095623994,1988,2007
log_usd_inr_ret,log_gold_inr_ret,5,0.056411420591894954,1988,2007
log_usd_inr_ret,log_cpi_india,5,0.7805923646318007,1988,2007
log_usd_inr_ret,log_cpi_usa,5,0.36000859227591775,1988,2007
log_usd_inr_ret,log_oil_usd_real_ret,5,0.7661606788167982,1988,2007
log_usd_inr_ret,log_gold_usd_real_ret,5,0.6424612311372893,1988,2007
log_usd_inr_ret,log_usd_inr_real_ret,5,0.621707666306582,1988,2007
log_usd_inr_ret,log_oil_inr_real_ret,5,0.7108727491995078,1988,2007
log_usd_inr_ret,log_gold_inr_real_ret,5,0.6611749138616422,1988,2007
inflation_india,log_oil_usd_ret,5,0.905640365318427,1988,2007
inflation_india,log_gold_usd_ret,5,0.2242947294456425,1988,2007
inflation_india,log_usd_inr_ret,5,0.5705791710478039,1988,2007
inflation_india,inflation_usa,5,0.9507140756744483,1988,2007
inflation_india,log_oil_inr_ret,5,0.9277469094190802,1988,2007
inflation_india,log_gold_inr_ret,5,0.5182884811080871,1988,2007
inflation_india,log_cpi_india,5,0.8042829932833221,1988,2007
inflation_india,log_cpi_usa,5,0.9513947787216743,1988,2007
inflation_india,log_oil_usd_real_ret,5,0.9056403653184275,1988,2007
inflation_india,log_gold_usd_real_ret,5,0.22429472944564607,1988,2007
inflation_india,log_usd_inr_real_ret,5,0.9620843549515565,1988,2007
inflation_india,log_oil_inr_real_ret,5,0.9612750583543684,1988,2007
inflation_india,log_gold_inr_real_ret,5,0.5414452967740799,1988,2007
inflation_usa,log_oil_usd_ret,5,0.2512027966331678,1988,2007
inflation_usa,log_gold_usd_ret,5,0.7065723032635903,1988,2007
inflation_usa,log_usd_inr_ret,5,0.5765659070019996,1988,2007
inflation_usa,inflation_india,5,0.17933157472187566,1988,2007
inflation_usa,log_oil_inr_ret,5,0.010786637474775814,1988,2007
inflation_usa,log_gold_inr_ret,5,0.9082349777158116,1988,2007
inflation_usa,log_cpi_india,5,0.398777101071077,1988,2007
inflation_usa,log_cpi_usa,5,0.600266375983069,1988,2007
inflation_usa,log_oil_usd_real_ret,5,0.20044418441612707,1988,2007
inflation_usa,log_gold_usd_real_ret,5,0.1985604952554709,1988,2007
inflation_usa,log_usd_inr_real_ret,5,0.13749313341500224,1988,2007
inflation_usa,log_oil_inr_real_ret,5,0.17659324840134086,1988,2007
inflation_usa,log_gold_inr_real_ret,5,0.16932337309886192,1988,2007
log_oil_inr_ret,log_oil_usd_ret,5,0.3823405866307216,1988,2007
log_oil_inr_ret,log_gold_usd_ret,5,0.9885688311420869,1988,2007
log_oil_inr_ret,log_usd_inr_ret,5,0.3823405866307278,1988,2007
log_oil_inr_ret,inflation_india,5,0.6064633565147312,1988,2007
log_oil_inr_ret,inflation_usa,5,0.0024163792426838524,1988,2007
log_oil_inr_ret,log_gold_inr_ret,5,0.9070175931969753,1988,2007
log_oil_inr_ret,log_cpi_india,5,0.4734027779377898,1988,2007
log_oil_inr_ret,log_cpi_usa,5,0.0030494581135413557,1988,2007
log_oil_inr_ret,log_oil_usd_real_ret,5,0.5635834232090584,1988,2007
log_oil_inr_ret,log_gold_usd_real_ret,5,0.5626609993323053,1988,2007
log_oil_inr_ret,log_usd_inr_real_ret,5,0.7420948450981507,1988,2007
log_oil_inr_ret,log_oil_inr_real_ret,5,0.6670141230219059,1988,2007
log_oil_inr_ret,log_gold_inr_real_ret,5,0.6598713491243952,1988,2007
log_gold_inr_ret,log_oil_usd_ret,5,0.6118142321113782,1988,2007
log_gold_inr_ret,log_gold_usd_ret,5,0.6086374188285526,1988,2007
log_gold_inr_ret,log_usd_inr_ret,5,0.6086374188285552,1988,2007
log_gold_inr_ret,inflation_india,5,0.893706781316659,1988,2007
log_gold_inr_ret,inflation_usa,5,0.008474455035577807,1988,2007
log_gold_inr_ret,log_oil_inr_ret,5,0.6573281960667469,1988,2007
log_gold_inr_ret,log_cpi_india,5,0.8818812207583621,1988,2007
log_gold_inr_ret,log_cpi_usa,5,0.21686494250064614,1988,2007
log_gold_inr_ret,log_oil_usd_real_ret,5,0.8274121214434316,1988,2007
log_gold_inr_ret,log_gold_usd_real_ret,5,0.9380455533806122,1988,2007
log_gold_inr_ret,log_usd_inr_real_ret,5,0.5894607689013546,1988,2007
log_gold_inr_ret,log_oil_inr_real_ret,5,0.7755068667813823,1988,2007
log_gold_inr_ret,log_gold_inr_real_ret,5,0.814733802646985,1988,2007
log_cpi_india,log_oil_usd_ret,5,0.9749045952544952,1988,2007
log_cpi_india,log_gold_usd_ret,5,0.31415978453599364,1988,2007
log_cpi_india,log_usd_inr_ret,5,0.1418116482372567,1988,2007
log_cpi_india,inflation_india,5,0.9999999523570481,1988,2007
log_cpi_india,inflation_usa,5,0.7692381196071844,1988,2007
log_cpi_india,log_oil_inr_ret,5,0.9985875408034725,1988,2007
log_cpi_india,log_gold_inr_ret,5,0.22322587122404014,1988,2007
log_cpi_india,log_cpi_usa,5,0.950041440036175,1988,2007
log_cpi_india,log_oil_usd_real_ret,5,0.9969690017562135,1988,2007
log_cpi_india,log_gold_usd_real_ret,5,0.33794276212581026,1988,2007
log_cpi_india,log_usd_inr_real_ret,5,0.97669556619194,1988,2007
log_cpi_india,log_oil_inr_real_ret,5,0.9958910566705333,1988,2007
log_cpi_india,log_gold_inr_real_ret,5,0.8682002492124129,1988,2007
log_cpi_usa,log_oil_usd_ret,5,0.0946900655963524,1988,2007
log_cpi_usa,log_gold_usd_ret,5,0.15139632317401078,1988,2007
log_cpi_usa,log_usd_inr_ret,5,0.9697351244928567,1988,2007
log_cpi_usa,inflation_india,5,0.27230198927784816,1988,2007
log_cpi_usa,inflation_usa,5,0.999791447758442,1988,2007
log_cpi_usa,log_oil_inr_ret,5,0.012927426625444428,1988,2007
log_cpi_usa,log_gold_inr_ret,5,0.7213923656845539,1988,2007
log_cpi_usa,log_cpi_india,5,0.5312008689705024,1988,2007
log_cpi_usa,log_oil_usd_real_ret,5,0.36857178620483483,1988,2007
log_cpi_usa,log_gold_usd_real_ret,5,0.41892653278815156,1988,2007
log_cpi_usa,log_usd_inr_real_ret,5,0.4752557657747464,1988,2007
log_cpi_usa,log_oil_inr_real_ret,5,0.4467241154814963,1988,2007
log_cpi_usa,log_gold_inr_real_ret,5,0.4505660848899325,1988,2007
log_oil_usd_real_ret,log_oil_usd_ret,5,0.8110959346426165,1988,2007
log_oil_usd_real_ret,log_gold_usd_ret,5,0.7956030935149806,1988,2007
log_oil_usd_real_ret,log_usd_inr_ret,5,0.3214089827749276,1988,2007
log_oil_usd_real_ret,inflation_india,5,0.8110959346426174,1988,2007
log_oil_usd_real_ret,inflation_usa,5,0.5686135648793542,1988,2007
log_oil_usd_real_ret,log_oil_inr_ret,5,0.8446493756865108,1988,2007
log_oil_usd_real_ret,log_gold_inr_ret,5,0.628338166175011,1988,2007
log_oil_usd_real_ret,log_cpi_india,5,0.9117074359568045,1988,2007
log_oil_usd_real_ret,log_cpi_usa,5,0.5968881619552946,1988,2007
log_oil_usd_real_ret,log_gold_usd_real_ret,5,0.14672741613441123,1988,2007
log_oil_usd_real_ret,log_usd_inr_real_ret,5,0.17444289450687095,1988,2007
log_oil_usd_real_ret,log_oil_inr_real_ret,5,0.17444289450687311,1988,2007
log_oil_usd_real_ret,log_gold_inr_real_ret,5,0.920662295481983,1988,2007
log_gold_usd_real_ret,log_oil_usd_ret,5,0.9632565472281704,1988,2007
log_gold_usd_real_ret,log_gold_usd_ret,5,0.5492226434479076,1988,2007
log_gold_usd_real_ret,log_usd_inr_ret,5,0.2812272370390652,1988,2007
log_gold_usd_real_ret,inflation_india,5,0.549222643447917,1988,2007
log_gold_usd_real_ret,inflation_usa,5,0.49357762430993296,1988,2007
log_gold_usd_real_ret,log_oil_inr_ret,5,0.9865156273885826,1988,2007
log_gold_usd_real_ret,log_gold_inr_ret,5,0.352562747493122,1988,2007
log_gold_usd_real_ret,log_cpi_india,5,0.33292917329955474,1988,2007
log_gold_usd_real_ret,log_cpi_usa,5,0.8027390016596156,1988,2007
log_gold_usd_real_ret,log_oil_usd_real_ret,5,0.06519652960392083,1988,2007
log_gold_usd_real_ret,log_usd_inr_real_ret,5,0.5679806270746943,1988,2007
log_gold_usd_real_ret,log_oil_inr_real_ret,5,0.3504901339769627,1988,2007
log_gold_usd_real_ret,log_gold_inr_real_ret,5,0.5679806270746928,1988,2007
log_usd_inr_real_ret,log_oil_usd_ret,5,0.8665931471656565,1988,2007
log_usd_inr_real_ret,log_gold_usd_ret,5,0.4871808158918292,1988,2007
log_usd_inr_real_ret,log_usd_inr_ret,5,0.800858141381853,1988,2007
log_usd_inr_real_ret,inflation_india,5,0.7016211213809975,1988,2007
log_usd_inr_real_ret,inflation_usa,5,0.47029610777195263,1988,2007
log_usd_inr_real_ret,log_oil_inr_ret,5,0.8376540697097914,1988,2007
log_usd_inr_real_ret,log_gold_inr_ret,5,0.23470433047531153,1988,2007
log_usd_inr_real_ret,log_cpi_india,5,0.7706428951464613,1988,2007
log_usd_inr_real_ret,log_cpi_usa,5,0.7073747565768632,1988,2007
log_usd_inr_real_ret,log_oil_usd_real_ret,5,0.21983736966344053,1988,2007
log_usd_inr_real_ret,log_gold_usd_real_ret,5,0.2522583172349771,1988,2007
log_usd_inr_real_ret,log_oil_inr_real_ret,5,0.21983736966343803,1988,2007
log_usd_inr_real_ret,log_gold_inr_real_ret,5,0.25225831723497893,1988,2007
log_oil_inr_real_ret,log_oil_usd_ret,5,0.8744981263113248,1988,2007
log_oil_inr_real_ret,log_gold_usd_ret,5,0.733586413688475,1988,2007
log_oil_inr_real_ret,log_usd_inr_ret,5,0.552118282877118,1988,2007
log_oil_inr_real_ret,inflation_india,5,0.800503357542791,1988,2007
log_oil_inr_real_ret,inflation_usa,5,0.5525359395171681,1988,2007
log_oil_inr_real_ret,log_oil_inr_ret,5,0.9015106648962763,1988,2007
log_oil_inr_real_ret,log_gold_inr_ret,5,0.39853003637233897,1988,2007
log_oil_inr_real_ret,log_cpi_india,5,0.847701590270589,1988,2007
log_oil_inr_real_ret,log_cpi_usa,5,0.697384670810944,1988,2007
log_oil_inr_real_ret,log_oil_usd_real_ret,5,0.2062312447457955,1988,2007
log_oil_inr_real_ret,log_gold_usd_real_ret,5,0.3062620343253177,1988,2007
log_oil_inr_real_ret,log_usd_inr_real_ret,5,0.2062312447457898,1988,2007
log_oil_inr_real_ret,log_gold_inr_real_ret,5,0.3163090609473032,1988,2007
log_gold_inr_real_ret,log_oil_usd_ret,5,0.9468139798950499,1988,2007
log_gold_inr_real_ret,log_gold_usd_ret,5,0.6397090573828511,1988,2007
log_gold_inr_real_ret,log_usd_inr_ret,5,0.6348451880445292,1988,2007
log_gold_inr_real_ret,inflation_india,5,0.5696259753129789,1988,2007
log_gold_inr_real_ret,inflation_usa,5,0.6085626073167295,1988,2007
log_gold_inr_real_ret,log_oil_inr_ret,5,0.9679469992384607,1988,2007
log_gold_inr_real_ret,log_gold_inr_ret,5,0.4086595520894397,1988,2007
log_gold_inr_real_ret,log_cpi_india,5,0.5443789329874368,1988,2007
log_gold_inr_real_ret,log_cpi_usa,5,0.8403274092370947,1988,2007
log_gold_inr_real_ret,log_oil_usd_real_ret,5,0.9660598371672788,1988,2007
